Geneid	Length
IGHV3OR16-9	294
HERC2P4	84863
AC142381.2	298
AC133485.6	688
AC133485.5	5198
AC133485.4	220
ABHD17AP8	2921
AC133485.1	124
AC133485.3	3803
TP53TG3D	3204
AC133485.2	2688
AC140878.1	250
AC133548.2	21009
AC133548.1	6715
ACTR3BP3	979
AC138915.2	48066
PABPC1P13	2091
AC138915.3	4147
AC138915.1	97
ABCD1P3	3200
AC137800.1	15341
AC137800.2	120
AC133569.1	373
AC138907.7	14764
AC138907.5	716
AC138907.1	2609
TP53TG3	3205
AC138907.3	3795
AC138907.6	126
ABHD17AP7	2923
AC138907.2	5186
AC138907.4	540
HERC2P5	34883
AC138907.8	2256
AC138907.9	986
AC138907.10	983
AC137761.1	15090
AC137761.2	223
AC142086.2	217
IGHV2OR16-5	444
BCAP31P2	3144
SLC6A10P	8033
AC142086.1	3681
IGHV3OR16-15	453
IGHV3OR16-6	463
AC142086.6	29419
AC142086.3	802
AC142086.5	76045
IGHV1OR16-2	431
IGHV3OR16-10	458
AC142086.4	1234
IGHV1OR16-4	289
IGHV3OR16-8	446
AC145350.2	51823
AC145350.3	163
HERC2P8	34887
AC145350.4	5184
AC145350.1	208
ABHD17AP9	2948
AC138869.1	124
AC138869.2	3794
TP53TG3C	3200
AC138869.3	2690
AC141257.2	123912
TP53TG3E	3197
AC141257.3	215
TP53TG3B	3205
AC141257.1	2443
AC141257.4	245
TP53TG3F	3205
AC136944.6	245
AC136944.5	151
AC136944.1	1161
AC136944.2	3971
AC136944.4	6112
AC136944.3	8287
AC142384.1	45046
BMS1P8	20189
AC136428.4	40418
ENPP7P13	259
AC136428.2	214
IGHV3OR16-12	454
AC136428.3	1990
IGHV3OR16-13	448
AC136428.1	446
AC140658.6	169
AC140658.7	285
AC140658.2	930
IGHV3OR16-11	457
AC140658.3	430
ARHGAP23P1	29749
IGHV3OR16-7	463
AC140658.4	271
IGHV3OR16-16	445
AC140658.1	11800
AC140658.5	437
AC133561.1	11592
BCAP31P1	3146
AC133561.2	437
AC133561.4	218
AC133561.3	224
AC136932.1	208
DUX4L45	1057
PCMTD1P2	355
DUX4L46	751
DUX4L47	394
LINC00273	1452
RNA5-8SP2	152
BCLAF1P2	2609
FP325313.1	18044
AC135776.4	1904
LINC02184	1101
AC135776.1	2481
AC135776.2	1400
AC135776.3	427
CCNYL3	44150
CLUHP11	16850
NAMPTP3	224
VPS35P1	14334
VN1R68P	719
VN1R69P	562
AC023824.5	1160
AC023824.6	5731
UBE2MP1	550
SLC25A1P4	778
AC023824.1	2975
AC023824.2	400
AC023824.4	1766
TP53TG3GP	334
AC023824.3	76210
RARRES2P5	466
FGFR3P5	3573
FRG2JP	1619
RARRES2P6	442
AGGF1P8	1000
FRG2HP	1613
RARRES2P9	469
AGGF1P9	913
C2orf69P4	541
LINC01566	27173
FRG2GP	943
AGGF1P4	801
FRG2IP	1603
RARRES2P7	469
AGGF1P5	919
C2orf69P3	1120
AC018558.4	1039
ZNF971P	2514
FRG2DP	3068
RARRES2P10	460
AGGF1P6	976
AC018558.2	1222
C2orf69P2	1123
AC018558.3	2704
AC018558.1	1370
TP53TG3HP	579
AC018558.5	952
RARRES2P8	367
AGGF1P7	913
C2orf69P1	1093
C1QL1P1	661
KIF18BP1	8494
AC092325.1	554
AC106785.1	262
RNA5SP406	112
RNA5SP407	110
RNA5SP408	100
RNA5SP409	109
LINC02167	13248
RNA5SP410	106
RNA5SP411	114
RNA5SP412	123
RNA5SP413	109
RNA5SP414	136
RNA5SP415	115
RNA5SP416	111
RNA5SP417	108
RNA5SP418	117
RNA5SP419	135
RNA5SP420	137
RNA5SP421	134
RNA5SP422	111
RNA5SP423	109
AC106785.2	1319
HMGN2P41	412
VN1R70P	847
AC116553.1	463
AC116553.2	1800
PPP1R1AP2	397
ANKRD26P1	99757
RNU6-845P	103
AC092368.2	600
AC092368.1	1332
SHCBP1	41073
AC092368.3	1591
RAB43P1	589
AC012186.1	724
VPS35	33387
AC012186.2	896
AC012186.3	485
ORC6	8752
MYLK3	87039
AC007225.1	2143
C16orf87	34805
CKBP1	1987
AC007225.2	256
GPT2	46920
DNAJA2	18427
AC018845.3	4995
AC018845.1	30873
AC018845.2	409
NETO2	66295
ITFG1-AS1	18425
RPL23AP72	435
ITFG1	309763
AC007494.2	6119
AC007494.3	743
AC007494.1	760
AC007533.1	18368
PHKB	240401
RNA5SP425	112
AC007599.2	727
AC007599.1	1174
EIF4BP5	1795
NDUFA5P11	343
LINC02133	183864
AC141846.1	142
LINC02192	37817
LINC02134	6016
AC096996.1	325
ABCC12	75013
AC096996.2	2287
ABCC11	80659
LONP2	118827
UBA52P8	384
AC023818.1	2304
SIAH1	92039
AC026470.3	495
AC026470.1	181
MOCS1P1	1612
N4BP1	81423
AC026470.2	27743
RPS2P44	846
AC023813.2	469
AC023813.1	1715
AC007611.1	121486
AC023813.3	1577
AC023813.4	580
KLF8P1	1061
RNU6-257P	98
AC023827.1	97
MTND4LP25	163
AC044798.1	2516
AC044798.2	1235
CBLN1	3915
AC007614.1	68468
AC007614.2	2620
C16orf78	25609
AC007861.1	11169
AC007861.2	3041
LINC02179	3770
ZNF423	370396
ADAM3B	840
MRPS21P7	238
AC027348.2	642
MRPS21P8	235
AC027348.1	615
AC007603.2	506
AC007603.1	3425
RPL34P29	325
AC007603.3	13746
CNEP1R1	12679
AC007610.1	19796
AC007610.3	1303
ACTG1P16	1082
HEATR3	40447
AC007610.4	2125
RNY4P3	95
AC007610.2	21605
RPL10P14	298
TENT4B	82393
ADCY7	71999
MIR6771	60
BRD7	55448
AC007493.2	2901
LINC02178	4218
AC007493.1	138682
NKD1	100920
AC007608.2	2117
AC007608.4	3365
AC007608.1	7609
AC007608.3	5429
SNX20	15054
NOD2	40454
AC007728.3	746
AC007728.2	15399
CYLD	59886
MIR3181	73
AC007728.1	19480
LINC02168	962
LINC02128	61047
AC025810.1	22665
RNA5SP426	121
LINC02127	18234
AC027688.1	3647
AC027688.2	1672
SOD1P2	451
SALL1	15393
AC009166.1	581
AC087564.1	291750
AC009166.2	2833
AC137527.1	70
UNGP1	1261
AC007344.1	170702
HNRNPA1P48	93697
RN7SKP142	328
LINC01571	10655
C16orf97	72988
AC009039.1	1868
AC009039.2	529
LINC00919	2045
LINC02180	13788
AC007333.2	29945
AC007333.1	31359
CASC22	22075
AC007490.1	703
TOX3	109798
CASC16	100016
AC026462.5	5186
AC026462.3	6560
AC026462.2	397
AC026462.4	8974
AC026462.1	739
PHBP21	823
AC007346.1	1326
AC007346.2	892
AC007906.2	17184
CHD9	274118
AC007906.1	929
AC079416.3	549
AC079416.1	1569
AC079416.2	1193
RNA5SP427	119
AC007342.2	1660
AC007342.3	8102
AC007342.4	11253
AC007342.5	2142
AC007342.8	678
AC007342.9	1385
RBL2	57673
RNU6-1153P	105
AC007342.1	843
AC007342.6	2594
AC007342.7	2337
AKTIP	13372
RPGRIP1L	105786
AC007497.1	561
FTO	456821
AC007496.2	684
AC007496.3	3443
AC007496.1	1657
AC007347.1	20587
AC007347.2	182
AC007907.1	962
LINC02169	25336
IRX3	3460
AC018553.2	3965
AC018553.1	1458
LINC02140	4693
LINC02183	16293
AC007491.1	28700
CRNDE	84001
IRX5	3624
AC106738.1	19753
AC106738.2	886
MTND5P34	325
AC109136.1	3619
AC109462.1	73620
RN7SL841P	297
AC109462.3	1112
IRX6	7001
AC109462.2	613
RPL31P56	368
MMP2	116992
AC007336.2	557
MMP2-AS1	35501
AC007336.3	2160
LPCAT2	77673
AC007336.1	3828
CAPNS2	1016
SLC6A2	50589
AC136621.1	2304
CES1P2	21997
CES1P1	33395
CES1	30487
CES5A	109878
AC007495.1	98108
AC040168.1	991
AC007495.2	27464
GNAO1	166111
DKFZP434H168	1905
MIR3935	104
AC009102.1	2289
AC009102.3	1491
AC009102.2	1639
AMFR	64087
AC092140.1	2364
NUDT21	23067
OGFOD1	27611
AC092140.2	521
BBS2	53448
MT4	3909
MT3	2015
MT2A	1299
AC026461.3	1875
MT1L	1343
MT1E	1638
MT1M	1754
MT1JP	1348
MT1A	1422
MT1DP	1082
MT1CP	1267
AC026461.2	3756
MT1B	1306
MT1F	3005
MT1G	1335
MT1H	1316
MT1IP	1632
MT1X	1773
AC026461.1	5338
DPPA2P4	1202
AC106779.1	21197
NUP93	120182
MIR138-2	84
SLC12A3	50644
MIR6863	90
RPS24P17	423
HERPUD1	12816
AC012181.2	1065
AC012181.1	699
CETP	21996
NLRC5	94047
AC023825.1	1030
AC023825.2	5993
AC009090.2	1091
CPNE2	55831
AC009090.4	3691
AC009090.5	2285
FAM192A	33651
AC009090.6	4042
RSPRY1	54339
ARL2BP	8538
AC009090.3	565
AC009090.1	1143
PLLP	36141
RPL23AP91	766
AC108081.1	221
CCL22	7419
CX3CL1	12591
CCL17	11296
CIAPIN1	19360
COQ9	13851
AC009052.1	1683
POLR2C	9624
DOK4	15406
CCDC102A	24422
ADGRG5	49261
HMGB3P32	561
ADGRG1	54929
AC018552.3	9614
ADGRG3	21192
AC018552.2	20607
DRC7	37013
AC018552.1	1176
KATNB1	21521
KIFC3	104837
AC092118.2	667
MIR6772	64
AC092118.1	18761
RNU6-20P	107
CNGB1	88777
TEPP	11682
ZNF319	5786
USB1	22073
MMP15	21336
AC012182.1	895
CFAP20	15863
AC026771.1	2469
AC009107.2	29605
CSNK2A2	40014
AC009107.1	20694
RN7SL645P	269
CCDC113	52680
PRSS54	15051
GINS3	111065
RNU6-269P	97
AC009118.1	810
RNU6-1110P	101
AC009118.2	655
LINC02137	41145
NDRG4	50783
RNU6-103P	107
SETD6	5703
CNOT1	109936
AC009118.3	873
SNORA46	135
SNORA50A	136
AC010287.1	357
SLC38A7	19996
AC012183.1	499
GOT2	27227
AC092378.1	375063
RNU6-1155P	107
RN7SL143P	297
GEMIN8P2	1024
RPL12P36	478
AC092378.2	32407
RPS27P27	255
AC092121.1	202
RNU4-58P	141
DUXAP11	735
APOOP5	45034
LINC02141	198621
AC009094.1	564
AC018554.2	261
AC018554.3	1026
AC018554.1	82404
AC009081.1	36432
GNPATP	2415
AC009169.1	2809
RPS27AP16	566
CDH8	389794
AC092125.1	1995
RN7SKP76	323
AC012174.1	22377
RNU6-21P	107
AC009161.2	138
AC009161.1	376
AC009110.1	2078
AC010546.1	485
AC040174.1	72869
AC040174.2	465
UBE2FP2	462
AC138305.1	303783
RPS15AP34	387
AC138305.2	613
AC138305.3	240
AC018846.1	183
LINC02165	24481
AC092337.1	1129
AC093536.2	1406
AC012322.1	101302
AC093536.1	670
AC092131.1	235467
PPIAP48	1359
AC009101.1	242
CDH11	182360
AC010533.1	2105
LINC02126	34958
AC009055.2	43942
AC009055.1	199765
LINC00922	291802
AC092138.2	66280
AC092138.1	598
AC022164.1	2673
AC025281.1	265
RNA5SP428	132
CDH5	38165
LINC00920	3612
BEAN1	66233
AC132186.1	354
BEAN1-AS1	11435
AC010542.3	47501
TK2	44542
AC010542.2	612
AC010542.4	1910
CKLF	13689
CKLF-CMTM1	26549
AC010542.5	382
CMTM1	12745
CMTM2	8828
AC010542.1	734
CMTM3	10019
CMTM4	81958
DYNC1LI2	30906
AC018557.1	10889
AC018557.2	1485
AC044802.1	2989
TERB1	46645
NAE1	70382
AC044802.2	12016
CA7	9775
PDP2	17166
CDH16	10863
RRAD	3966
CIAO2B	2369
CES2	10653
AC009084.1	20545
AC009084.3	437
CES3	13912
CES4A	21170
AC009084.2	2810
RN7SL543P	299
CBFB	71943
C16orf70	38582
B3GNT9	3110
TRADD	6119
FBXL8	4640
AC074143.1	2431
HSF4	5265
NOL3	5582
KIAA0895L	8439
EXOC3L1	5839
E2F4	6750
ELMO3	4919
MIR328	75
AC040160.2	1675
LRRC29	19910
TMEM208	2176
FHOD1	18272
SLC9A5	34508
AC040160.1	2677
PLEKHG4	11990
KCTD19	37336
RN7SKP118	330
LRRC36	58406
TPPP3	3727
RNU1-123P	160
ZDHHC1	22682
HSD11B2	6902
AC009061.1	798
ATP6V0D1	43224
AC009061.2	23750
AGRP	1243
AC027682.6	10814
RIPOR1	28371
AC027682.5	1550
AC027682.2	841
AC027682.3	269
AC027682.4	14745
AC027682.7	2121
AC027682.1	899
CTCF	76779
AC009095.1	1766
CARMIL2	12651
ACD	3304
PARD6A	1833
ENKD1	4321
C16orf86	1943
GFOD2	44891
RANBP10	83587
AC010530.1	1335
TSNAXIP1	25384
CENPT	19655
THAP11	2114
NUTF2	25836
AC040162.2	157
EDC4	11481
AC040162.3	3907
NRN1L	4051
PSKH1	36407
CTRL	4775
AC040162.1	6404
PSMB10	2586
LCAT	4382
SLC12A4	26128
DPEP3	5167
DPEP2	13193
DUS2	91575
KARSP3	2521
DPEP2NB	2476
RNU6-359P	108
DDX28	2169
AC130462.1	44932
NFATC3	144509
AC020978.6	1187
AC020978.8	1141
RPS12P27	337
AC020978.3	9271
AC020978.7	3022
AC020978.5	3177
ESRP2	8992
MIR6773	74
AC020978.4	823
PLA2G15	15759
AC020978.2	4282
SLC7A6	37308
RNU6-1262P	96
SLC7A6OS	26444
AC020978.9	2704
PRMT7	47590
AC020978.1	2236
RNU4-30P	143
SMPD3	90364
AC099521.2	2938
AC099521.1	2036
RPL35AP33	334
ZFP90	45983
RNU4-36P	144
AC126773.1	15731
AC126773.4	3043
CDH3	86428
AC126773.2	1921
AC126773.3	893
HSPE1P5	272
CDH1	98324
RNA5SP429	109
AC099314.1	9197
FTLP14	484
TANGO6	241577
AC009137.1	20715
AC009137.2	3906
RNU6-898P	104
AC009027.1	784
RPS2P45	2368
HAS3	13156
CHTF8	14575
UTP4	99840
RNU6-22P	107
SNTB2	121924
AC026474.1	1381
AC026464.4	23019
VPS4A	15584
COG8	19528
PDF	1975
AC026464.6	6228
AC026464.3	21216
AC026464.1	16455
NIP7	5116
TMED6	8562
TERF2	53011
CYB5B	41742
AC026464.5	1051
AC026464.2	2421
NFAT5	139573
MIR1538	61
AC009032.1	431
AC012321.1	1588
NQO1	19956
AC092115.2	710
AC092115.3	15551
NOB1	13074
AC092115.1	1402
WWP2	179436
MIR140	100
CLEC18A	13748
AC026468.1	107
PDXDC2P-NPIPB14P	89652
NPIPB14P	19801
PDXDC2P	55195
MIR1972-2	77
AC009022.1	496
PDPR	48912
AC009060.1	17109
CLEC18C	14040
AC009060.2	106
SMG1P7	27037
EXOSC6	5153
AARS	37249
RN7SL279P	284
DDX19B	45621
AC012184.2	73389
AC012184.3	31108
DDX19A	26555
AC012184.4	23082
ST3GAL2	63260
AC012184.1	20046
RPS27P26	239
RNU6-23P	107
FUK	25854
COG4	42998
SF3B3	53883
SNORD111B	80
SNORD111	94
IL34	80788
MTSS1L	24863
AC020763.4	4170
VAC14	113723
AC020763.3	2904
AC020763.1	870
VAC14-AS1	18154
AC020763.5	430
AC020763.2	1255
AC027281.2	713
AC027281.1	758
HYDIN	423345
RNU6ATAC25P	117
AC138625.2	12802
AC138625.1	649
CMTR2	8327
AC106736.1	1287
CALB2	31726
LINC02136	16025
AC010547.6	1036
TLE7	11799
AC010547.5	802
ZNF23	15499
AC010547.4	41712
AC010547.1	3664
ZNF19	100535
AC010547.3	3987
CHST4	13514
AC010547.2	1992
RNU6-1061P	99
TAT	11471
TAT-AS1	12399
AC009097.2	3109
MARVELD3	15954
PHLPP2	86867
AC009097.1	9186
RNU6-208P	107
SNORA70D	135
AC009097.4	1051
AC009097.3	1018
AP1G1	80202
SNORD71	86
AC010653.3	232
AC010653.1	2146
ATXN1L	39278
IST1	85204
AC010653.2	997
ZNF821	35657
AC009127.1	721
PKD1L3	70441
RPL39P31	155
AC009127.2	565
ATP5F1AP3	1507
DHODH	19077
TXNL4B	50143
HP	6464
HPR	14099
AC009087.1	2587
DHX38	19351
PMFBP1	64722
AC009075.1	580
AC009075.2	301
LINC01572	381709
AC004158.1	107945
AC004943.2	126455
RNU7-90P	62
KRT18P18	1279
AC004943.3	600
ZFHX3	1108987
AC004943.1	3875
RNU7-71P	60
AC132068.1	459
AC002044.3	541
AC002044.1	158
AC002044.2	970
AC116667.1	2072
HCCAT5	6989
AC116667.2	14285
AC140912.1	1916
AC009033.1	431
LINC01568	118150
AC092114.1	14582
AC087565.2	15655
AC087565.1	3433
AC092128.1	1143
AC138627.1	353685
AC138627.2	601
AC009120.6	780
PPIAP49	499
AC009120.4	5105
AC009120.5	1460
PSMD7	9514
AC009120.2	30220
AC009120.1	782
AC009120.3	2298
AC009053.1	35839
AC009053.2	2365
NPIPB15	14203
AC009053.4	108
CLEC18B	13684
AC009053.3	13135
GLG1	159718
RNU6-237P	71
AC009153.1	496
HSPE1P7	626
RFWD3	45488
TMPOP2	1201
MLKL	29106
FA2H	61877
AC009132.1	1297
WDR59	128807
ZNRF1	111965
AC099508.1	2112
LDHD	4912
AC099508.2	24643
ZFP1	23745
AC009078.1	783
CTRB2	3090
CTRB1	7339
AC009078.2	2124
BCAR1	39867
AC009078.3	4084
RNU6-758P	89
CFDP1	139788
AC009054.1	3159
AC009054.2	1443
AC009163.4	52023
AC009163.6	2557
TMEM170A	22444
AC009163.3	1766
CHST6	23394
AC009163.1	19512
AC009163.5	342
TMEM231P1	16493
AC009163.2	16897
CHST5	6713
TMEM231	19543
AC025287.1	67047
AC025287.2	668
GABARAPL2	11531
AC025287.3	501
ADAT1	26320
KARS	21170
TERF2IP	114087
AC025287.4	16783
DUXB	7531
RN7SL520P	286
ATP5PBP7	760
CPHXL	12219
AC105430.1	22238
RNA5SP430	110
AC099511.1	40524
AC010528.1	33981
RPL18P13	569
CNTNAP4	281961
RN7SKP233	110
RF00133	88
AC104151.1	266208
AC108125.1	543
LINC02125	23481
AC106729.1	191828
MIR4719	84
AC106734.1	663
AC106733.1	1038
MON1B	11571
SYCE1L	13819
AC009139.2	48484
VN2R10P	853
AC009139.1	65074
ADAMTS18	187302
AC025284.1	10955
LINC02131	19876
AC092724.1	3397
NUDT7	19769
AC092134.1	1533
AC092134.3	4310
VAT1L	191578
AC092134.2	1692
PPIAP50	494
AC079414.1	44772
CLEC3A	44247
KRT8P22	1415
AC079414.2	1104
WWOX	1113255
AC079414.3	1090
AC009044.1	1798
WWOX-AS1	3857
LSM3P5	306
AC046158.1	10643
AC046158.4	1347
AC046158.2	1275
AC046158.3	2558
RPS3P7	726
AC136603.1	767
AC027279.4	2072
AC027279.1	4284
AC027279.3	122
AC027279.2	10386
AC009145.4	1294
AC009145.3	859
AC009145.1	11705
AC009145.2	4926
AC092376.2	4116
AC092376.3	2772
AC092376.1	16743
RNA5SP431	120
AC084064.1	10691
MAF	14872
AC009159.2	606
AC009159.3	804
AC009159.1	642
AC009159.4	2031
LINC01229	131815
MAFTRR	55332
LINC01228	29101
AC092130.1	5084
AC022166.1	101742
AC105411.1	408083
AC022166.2	1554
DYNLRB2	10027
AC108097.1	4673
LINC01227	6015
CDYL2	206424
AC092332.1	829
AC099313.1	5946
ARLNC1	63861
CMC2	53823
AC092718.7	1776
CENPN	26617
AC092718.2	18968
AC092718.8	73969
AC092718.4	716
ATMIN	11512
C16orf46	23771
AC092718.3	42710
AC092718.5	1126
AC092718.6	6745
AC092718.1	1543
GCSH	14488
PKD1L2	119496
RNU6-1191P	107
BCO1	52695
AC131888.1	2168
AC009148.1	2693
GAN	75938
MIR4720	76
AC092139.1	2098
CMIP	266593
AC092139.2	968
PPIAP51	497
AC092139.3	2794
MIR7854	65
MIR6504	61
AC092135.2	506
AC092135.1	2059
AC092135.3	1846
AC099524.1	29621
PLCG2	223597
RN7SKP176	318
AC092142.2	1069
SDR42E1	22634
HSD17B2	63531
AC092142.1	95296
MTCYBP28	1132
MPHOSPH6	22429
AC138304.1	5508
RN7SKP190	286
AC009117.1	554
AC009117.2	83753
CDH13	1173838
MIR8058	89
AC099506.2	221
AC099506.1	56320
RN7SL134P	303
AC125793.1	37069
AC009142.1	15164
MIR3182	63
AC009063.3	7720
AC009063.2	51818
AC009063.1	702
AC009119.1	17868
HSBP1	11895
MLYCD	27901
AC009119.2	43314
AC009119.3	1428
OSGIN1	18051
NECAB2	34145
SLC38A8	32970
RNA5SP432	116
AC040169.4	4544
MBTPS1	63146
AC040169.3	612
AC040169.1	521
AC040169.2	1861
HSDL1	23047
DNAAF1	33481
TAF1C	9224
ADAD2	6031
AC009123.1	4496
KCNG4	21084
AC010551.3	5780
RNA5SP433	114
WFDC1	35206
AC010551.2	1488
AC010551.1	944
ATP2C2	95661
ATP2C2-AS1	8103
TLDC1	77613
AC022165.1	1897
COTL1	52484
AC092145.1	2434
KLHL36	19162
USP10	79945
AC025280.3	39484
CRISPLD2	100785
AC025280.1	980
AC025280.2	7432
LINC02176	11251
ZDHHC7	37355
KIAA0513	66480
FAM92B	14151
LINC02139	12294
AC026469.1	3306
GSE1	506680
COX6CP16	216
LINC00311	3006
MIR5093	100
AC133540.1	1019
AC092127.2	3563
AC092127.1	3455
RN7SL381P	298
GINS2	13876
C16orf74	61046
AC018695.6	534
MIR1910	80
AC018695.2	939
EMC8	27851
RNU1-103P	125
AC018695.4	3236
AC018695.3	519
COX4I1	8412
AC018695.5	638
AC018695.1	664
AC018695.7	2492
IRF8	23807
MIR6774	70
AC092723.5	23841
LINC02132	943
AC092723.4	22059
AC092723.1	3132
AC092723.3	9136
AC092723.2	793
AC135012.1	8118
AC135012.2	593
AC135012.3	6121
LINC01082	3540
LINC01081	79881
LINC02135	6963
LINC00917	17840
AC092327.2	2225
AC092327.1	1055
FENDRR	34571
FOXF1	4892
AC009108.3	3515
AC009108.1	796
MTHFSD	25060
FLJ30679	1980
FOXC2-AS1	2617
FOXC2	2900
FOXL1	5793
AC009108.4	2451
AC009108.2	818
AC009154.1	22623
AC009154.2	724
LINC02188	31962
LINC02189	1267
AC093519.1	298
LINC02181	6208
AC106745.1	3048
C16orf95	233859
AC136285.3	3251
AC136285.1	14309
AC136285.2	538
AC010531.4	29680
AC010531.2	153
AC010531.8	685
AC010531.1	31398
AC010531.6	535
AC010531.7	598
FBXO31	65156
AC010531.5	4941
MAP1LC3B	20785
AC010531.3	3592
ZCCHC14	85800
AC105429.2	517
AC105429.1	4001
AC092720.1	23081
AC092720.2	1665
JPH3	96322
AC010536.3	533
AC010536.1	2611
KLHDC4	69508
AC010536.2	7936
AC126696.3	5887
AC126696.1	26343
SLC7A5	39466
MIR6775	69
AC126696.2	1132
CA5A	55035
AC133539.1	748
AC133539.2	781
AC127455.1	145
BANP	128075
AC134312.4	8223
AC134312.3	546
AC134312.1	12945
AC134312.2	1358
AC134312.5	1644
AC134312.6	2182
LINC02182	937
AC138512.1	67727
ZNF469	13287
ZFPM1	83700
MIR5189	114
AC116552.1	18094
ZC3H18	61586
IL17C	1883
CYBA	7870
MVD	11227
SNAI3-AS1	23889
SNAI3	8812
RNF166	9927
AC138028.3	2110
CTU2	8924
AC138028.6	1482
PIEZO1	69883
MIR4722	60
AC138028.4	1845
AC138028.2	10246
AC138028.5	737
AC138028.1	2982
CDT1	6046
APRT	2606
GALNS	43237
TRAPPC2L	6467
PABPN1L	3328
CBFA2T3	102347
AC092384.2	6099
AC092384.3	2873
AC092384.1	11736
AC135782.2	11338
AC135782.1	6794
ACSF3	75747
AC135782.3	2105
LINC00304	5100
LINC02138	2765
CDH15	23726
SLC22A31	5904
AC009113.1	2443
ZNF778	19369
AC009113.2	1886
ANKRD11	222943
AC137932.3	4941
AC137932.1	2190
AC137932.2	3978
AC092120.1	2152
RNU6-430P	107
AC092120.2	568
SPG7	67050
AC092123.1	12444
RPL13	6172
SNORD68	84
CPNE7	21479
DPEP1	25149
CHMP1A	13415
SPATA33	13471
AC010538.1	13737
CDK10	15628
LINC02166	3950
SPATA2L	5363
VPS9D1	13853
VPS9D1-AS1	6310
ZNF276	20504
FANCA	79109
SPIRE2	53141
TCF25	40058
AC092143.3	12077
MC1R	8859
AC092143.1	16928
AC092143.2	2836
TUBB3	17370
DEF8	20136
CENPBD1	3060
AFG3L1P	29576
DBNDD1	15264
GAS8	25347
GAS8-AS1	994
URAHP	8013
PRDM7	35507
TUBB8P7	3201
FAM157C	76074
AC133919.1	1222
AC133919.2	57652
RNU6-355P	104
LINC02193	49462
AC133919.3	1804
AC240565.2	12768
AC240565.1	29938
SCGB1C2	1542
DOC2B	38848
LINC02091	7764
RPH3AL	173866
AC129507.4	1062
AC129507.1	2284
AC129507.2	4944
AC129507.3	2146
AC141424.1	9556
C17orf97	20736
RFLNB	5962
AC015853.2	8177
VPS53	213050
AC015853.3	17437
AC015853.1	852
AC027455.1	594
RPS4XP17	754
FAM57A	10561
GEMIN4	9586
DBIL5P	2677
GLOD4	26294
AC087392.3	1755
MRM3	10237
AC087392.4	782
AC087392.5	489
NXN	180458
AC087392.2	2192
AC087392.1	1581
AC036164.1	333
TIMM22	6555
ABR	226221
MIR3183	84
AC016292.2	210
AC016292.1	3194
AC144836.1	12062
BHLHA9	902
TRARG1	21325
YWHAE	56107
AC032044.2	186
CRK	42474
AC032044.1	2012
MYO1C	28627
INPP5K	22318
PITPNA-AS1	1166
PITPNA	45099
SLC43A2	59620
RN7SL105P	299
SCARF1	11890
RILP	3933
PRPF8	34254
AC130343.2	426
TLCD2	7649
MIR22HG	5682
MIR22	85
WDR81	22077
AC130343.1	12838
SERPINF2	12433
SERPINF1	15616
SMYD4	51150
RPA1	70381
AC130689.1	408
RTN4RL1	90669
AC099684.2	8058
AC099684.1	2991
AC099684.3	3713
DPH1	13321
OVCA2	1495
AC090617.3	526
AC090617.5	1494
MIR132	101
MIR212	110
HIC1	9088
SMG6	243933
AC090617.9	134
AC090617.4	11880
AC090617.6	126
AC090617.8	147
AC090617.7	167
MCUR1P1	475
RN7SL624P	278
AC090617.2	718
AC090617.1	534
AL450226.1	931
SMG6-IT1	374
AL450226.2	439
SRR	21878
HNRNPA1P16	955
TSR1	15005
SNORD91B	222
SNORD91A	191
SGSM2	43561
AC006435.3	203
AC006435.2	4246
MNT	17059
AC006435.1	1818
METTL16	106330
AC006435.4	234
AC006435.5	112
RN7SL33P	342
EIF4A1P9	1537
PAFAH1B1	92406
SAMD11P1	661
AC015799.1	3122
RN7SL608P	279
AC005696.2	1784
AC005696.3	488
CLUH	23278
MIR6776	59
AC005696.1	525
AC005696.4	3147
CCDC92B	25094
MIR1253	105
hsa-mir-1253	105
RAP1GAP2	282035
AC015921.1	3648
OR1D5	939
OR1D2	15939
OR1E3	948
OR1G1	998
AC090282.1	42063
OR1P1	994
OR1A2	930
OR1A1	11358
OR1D4	5912
OR1D3P	931
OR3A2	109376
OR3A1	7344
OR3A4P	1461
AC087498.2	717
OR1AC1P	76
AC087498.1	945
OR1E1	1307
OR3A3	12701
OR1E2	972
AC025125.1	1922
SPATA22	73834
ASPA	31046
TRPV3	47494
TRPV1	43968
AC027796.5	899
AC027796.3	51101
AC027796.1	512
SHPK	28061
AC027796.2	658
CTNS	25075
AC027796.4	2472
TAX1BP3	5787
P2RX5-TAX1BP3	33132
AC132942.1	483
EMC6	854
P2RX5	24206
ITGAE	86616
AC116914.2	861
HASPIN	2797
AC116914.1	1133
NCBP3	44087
CAMKK1	34577
P2RX1	19909
ATP2A3	40595
LINC01975	4797
ZZEF1	138576
RNA5SP434	121
CYB5D2	44143
ANKFY1	100089
AC087292.1	804
RYKP1	1738
AC087742.1	740
UBE2G1	97370
MFSD1P1	1327
RN7SL774P	290
SPNS3	54521
AC127521.1	4388
AC118754.1	2281
SPNS2	40198
MYBBP1A	16735
GGT6	3892
AC118754.2	6009
TXNP4	310
SMTNL2	24321
LINC01996	7202
RNU6-955P	104
ALOX15	11393
PELP1	34564
AC091153.2	23002
AC091153.3	1300
AC091153.1	402
ARRB2	11011
MED11	2183
AC091153.4	616
CXCL16	6397
ZMYND15	6105
TM4SF5	11330
VMO1	1149
