Geneid,chr,length
C2CD4C,chr19,3129
SHC2,chr19,4131
RNA5SP462,chr19,112
ODF3L2,chr19,1718
MADCAM1,chr19,2651
AC005775.1,chr19,850
TPGS1,chr19,3642
CDC34,chr19,1942
GZMM,chr19,945
AC009005.1,chr19,865
BSG,chr19,3797
HCN2,chr19,3408
AC005559.1,chr19,871
POLRMT,chr19,5124
AC004449.1,chr19,433
FGF22,chr19,2778
RNF126,chr19,3496
AC004156.1,chr19,3319
FSTL3,chr19,3067
PRSS57,chr19,1090
RPS2P52,chr19,820
PALM,chr19,4908
MISP,chr19,2966
AC006273.1,chr19,861
LINC01836,chr19,870
PTBP1,chr19,6883
MIR4745,chr19,62
PLPPR3,chr19,2741
MIR3187,chr19,70
AZU1,chr19,1783
PRTN3,chr19,1146
ELANE,chr19,1028
CFD,chr19,1222
MED16,chr19,4222
RNU6-9,chr19,107
R3HDM4,chr19,2957
KISS1R,chr19,1680
ARID3A,chr19,7210
AC005379.1,chr19,328
AC005391.1,chr19,341
WDR18,chr19,2357
AC004528.1,chr19,641
GRIN3B,chr19,3281
TMEM259,chr19,4031
AC004528.2,chr19,440
RNU6-2,chr19,107
CNN2,chr19,3645
AC011558.1,chr19,338
ABCA7,chr19,8367
ARHGAP45,chr19,6238
POLR2E,chr19,4865
GPX4,chr19,2019
SBNO2,chr19,6626
STK11,chr19,8639
HMGB2P1,chr19,634
CBARP,chr19,4591
AC004221.1,chr19,844
ATP5F1D,chr19,2250
MIDN,chr19,4492
CIRBP,chr19,6368
CIRBP-AS1,chr19,994
C19orf24,chr19,2193
EFNA2,chr19,949
RPS15P9,chr19,319
AC005330.1,chr19,1238
MUM1,chr19,9876
AC004623.1,chr19,2127
AC005329.2,chr19,446
NDUFS7,chr19,7533
AC005329.3,chr19,1366
AC005329.1,chr19,3571
GAMT,chr19,2403
DAZAP1,chr19,9201
RPS15,chr19,2137
AC027307.3,chr19,1100
APC2,chr19,12610
AC027307.2,chr19,911
C19orf25,chr19,5111
PCSK4,chr19,3792
REEP6,chr19,2449
ADAMTSL5,chr19,3625
AC027307.1,chr19,457
PLK5,chr19,3073
MEX3D,chr19,2850
RN7SL477P,chr19,286
MBD3,chr19,7845
AC005943.2,chr19,148
AC005943.1,chr19,1002
UQCR11,chr19,2151
TCF3,chr19,6080
RNU6-1223P,chr19,104
AC005256.1,chr19,458
ONECUT3,chr19,8318
ATP8B3,chr19,7014
REXO1,chr19,5561
AC012615.2,chr19,447
MIR1909,chr19,80
AC012615.6,chr19,2454
AC012615.3,chr19,500
KLF16,chr19,2955
AC012615.4,chr19,607
AC012615.1,chr19,1299
AC012615.5,chr19,581
ABHD17A,chr19,6139
SCAMP4,chr19,6953
ADAT3,chr19,2237
CSNK1G2,chr19,3804
CSNK1G2-AS1,chr19,1346
BTBD2,chr19,5944
AC005306.1,chr19,935
AC004678.2,chr19,1002
AC004678.1,chr19,929
AC007136.1,chr19,199
MKNK2,chr19,5221
MOB3A,chr19,4149
IZUMO4,chr19,2770
AP3D1,chr19,8613
DOT1L,chr19,11272
AC004490.1,chr19,2738
PLEKHJ1,chr19,4655
MIR1227,chr19,88
MIR6789,chr19,98
SF3A2,chr19,3134
AMH,chr19,2587
MIR4321,chr19,80
JSRP1,chr19,1950
OAZ1,chr19,3436
AC005258.1,chr19,1268
PEAK3,chr19,2574
LINGO3,chr19,2241
LSM7,chr19,1698
SPPL2B,chr19,7130
TMPRSS9,chr19,4328
TIMM13,chr19,1973
LMNB2,chr19,5432
MIR7108,chr19,87
LINC01775,chr19,371
GADD45B,chr19,2138
RNU6-993P,chr19,95
GNG7,chr19,4561
ELOCP28,chr19,317
RN7SL121P,chr19,273
AC092068.2,chr19,1708
MIR7850,chr19,79
AC092068.1,chr19,454
AC092068.3,chr19,2016
AC006538.3,chr19,578
DIRAS1,chr19,3485
AC006538.2,chr19,543
AC006538.1,chr19,1585
SLC39A3,chr19,4552
SGTA,chr19,3801
THOP1,chr19,7464
ZNF554,chr19,4685
ZNF555,chr19,8557
AC006130.1,chr19,555
ZNF556,chr19,6574
AC006130.2,chr19,326
AC119403.2,chr19,598
ZNF57,chr19,2327
AC119403.1,chr19,776
ZNF77,chr19,2437
AC006277.1,chr19,1610
TLE6,chr19,3652
TLE2,chr19,4038
AC005944.1,chr19,564
AES,chr19,5298
GNA11,chr19,6242
AC005262.2,chr19,452
KF456478.1,chr19,472
AC005262.1,chr19,362
GNA15,chr19,2613
AC005264.1,chr19,2319
S1PR4,chr19,1664
NCLN,chr19,4175
CELF5,chr19,6024
AC010649.1,chr19,460
NFIC,chr19,9801
AC007792.1,chr19,402
AC005514.1,chr19,208
SMIM24,chr19,1498
AC005551.1,chr19,493
DOHH,chr19,2031
FZR1,chr19,5802
MFSD12,chr19,5277
C19orf71,chr19,674
AC005786.3,chr19,565
AC005786.2,chr19,369
AC005786.4,chr19,682
AC005786.1,chr19,154
HMG20B,chr19,3857
GIPC3,chr19,4348
TBXA2R,chr19,2793
CACTIN-AS1,chr19,1913
CACTIN,chr19,5952
PIP5K1C,chr19,6963
AC004637.1,chr19,482
TJP3,chr19,4217
APBA3,chr19,5556
AC005954.2,chr19,556
AC005954.1,chr19,337
MRPL54,chr19,1003
RAX2,chr19,2414
AC005777.1,chr19,187
MATK,chr19,4141
ZFR2,chr19,5944
FTLP5,chr19,534
ATCAY,chr19,5403
RN7SL202P,chr19,262
NMRK2,chr19,1141
DAPK3,chr19,3549
MIR637,chr19,99
EEF2,chr19,4027
SNORD37,chr19,66
PIAS4,chr19,3646
ZBTB7A,chr19,5725
AC016586.1,chr19,684
MAP2K2,chr19,5236
CREB3L3,chr19,2678
SIRT6,chr19,2787
ANKRD24,chr19,4474
EBI3,chr19,1284
AC005578.1,chr19,1020
YJU2,chr19,1671
SHD,chr19,2811
TMIGD2,chr19,1262
FSD1,chr19,3111
STAP2,chr19,2766
AC104521.1,chr19,279
MPND,chr19,2049
AC007292.3,chr19,357
EIF1P6,chr19,334
AC007292.2,chr19,1812
SH3GL1,chr19,3685
AC007292.1,chr19,746
CHAF1A,chr19,4299
AC011498.3,chr19,569
UBXN6,chr19,5275
MIR4746,chr19,71
AC011498.2,chr19,540
AC011498.7,chr19,2027
AC011498.6,chr19,510
AC011498.1,chr19,837
HDGFL2,chr19,4299
PLIN4,chr19,6502
PLIN5,chr19,4815
AC011498.4,chr19,1803
LRG1,chr19,3133
SEMA6B,chr19,4412
AC011498.5,chr19,486
TNFAIP8L1,chr19,6667
MYDGF,chr19,1678
AC005339.1,chr19,392
DPP9,chr19,8324
DPP9-AS1,chr19,3071
MIR7-3HG,chr19,1124
MIR7-3,chr19,110
AC005523.1,chr19,418
FEM1A,chr19,9593
AC005523.2,chr19,3572
TICAM1,chr19,2676
AC027319.1,chr19,511
PLIN3,chr19,2813
ARRDC5,chr19,1638
UHRF1,chr19,5145
MIR4747,chr19,54
KDM4B,chr19,14716
PTPRS,chr19,8565
AC022517.1,chr19,346
RPL32P34,chr19,400
AC005790.1,chr19,450
ZNRF4,chr19,1426
TINCR,chr19,4429
SNRPEP4,chr19,279
SAFB2,chr19,6222
SAFB,chr19,7036
RPL36,chr19,2272
C19orf70,chr19,1854
HSD11B1L,chr19,2991
LONP1,chr19,5085
CATSPERD,chr19,2741
PRR22,chr19,1806
AC011499.1,chr19,581
DUS3L,chr19,3642
NRTN,chr19,1109
FUT6,chr19,4349
FUT3,chr19,3109
AC024592.2,chr19,1188
FUT5,chr19,1992
AC024592.3,chr19,2193
NDUFA11,chr19,4839
AC024592.1,chr19,356
AC104532.1,chr19,580
VMAC,chr19,2254
AC104532.2,chr19,589
CAPS,chr19,4097
RANBP3,chr19,7445
AC011444.1,chr19,639
RFX2,chr19,9094
AC011444.2,chr19,567
AC011444.4,chr19,418
AC011444.3,chr19,325
ACSBG2,chr19,3447
AC011471.1,chr19,187
AC011471.4,chr19,216
MLLT1,chr19,4740
AC011471.2,chr19,523
AC011471.3,chr19,402
ACER1,chr19,1445
AC011491.3,chr19,559
CLPP,chr19,2278
ALKBH7,chr19,1455
PSPN,chr19,3911
GTF2F1,chr19,3134
AC011491.2,chr19,447
MIR6885,chr19,66
MIR6790,chr19,63
AC011491.1,chr19,705
KHSRP,chr19,4563
MIR3940,chr19,102
SLC25A41,chr19,1649
SLC25A23,chr19,4859
CRB3,chr19,1592
DENND1C,chr19,4657
AC010503.4,chr19,688
TUBB4A,chr19,3466
AC010503.2,chr19,296
AC010503.1,chr19,520
TNFSF9,chr19,1665
AC010503.3,chr19,540
CLIC4P2,chr19,717
CD70,chr19,1532
RPL7P50,chr19,727
TNFSF14,chr19,4778
C3,chr19,8328
AC008760.2,chr19,1357
GPR108,chr19,3213
MIR6791,chr19,67
TRIP10,chr19,3982
AC008760.1,chr19,686
SH2D3A,chr19,5716
VAV1,chr19,4305
ADGRE1,chr19,3707
AC020895.2,chr19,1839
AC020895.1,chr19,272
ADGRE4P,chr19,3321
AC025278.1,chr19,515
FLJ25758,chr19,1063
AC025278.2,chr19,796
MBD3L2B,chr19,860
MBD3L5,chr19,778
MBD3L4,chr19,775
MBD3L2,chr19,793
MBD3L3,chr19,775
ZNF557,chr19,6018
INSR,chr19,10451
AC119396.1,chr19,1558
AC008878.3,chr19,4964
AC119396.2,chr19,363
ARHGEF18,chr19,6235
PEX11G,chr19,1466
TEX45,chr19,2912
AC008878.1,chr19,634
ZNF358,chr19,2069
AC008878.4,chr19,293
MCOLN1,chr19,3956
AC008878.2,chr19,942
PNPLA6,chr19,7172
CAMSAP3,chr19,4845
MIR6792,chr19,67
XAB2,chr19,4673
PET100,chr19,2220
AC008763.2,chr19,1366
PCP2,chr19,799
AC008763.1,chr19,843
STXBP2,chr19,6036
RPS27AP19,chr19,458
RETN,chr19,520
MCEMP1,chr19,1906
AC008763.3,chr19,777
TRAPPC5,chr19,5669
FCER2,chr19,2451
CLEC4G,chr19,1754
CD209,chr19,4413
RPL21P129,chr19,478
CLEC4M,chr19,4066
CLEC4GP1,chr19,870
EXOSC3P2,chr19,497
EVI5L,chr19,6252
PRR36,chr19,4456
AC010336.3,chr19,667
LYPLA2P2,chr19,676
RNA5SP463,chr19,120
AC010336.7,chr19,120
LRRC8E,chr19,4329
AC010336.1,chr19,4739
MAP2K7,chr19,5145
AC010336.4,chr19,438
TGFBR3L,chr19,1516
AC010336.2,chr19,506
SNAPC2,chr19,2000
CTXN1,chr19,1274
AC010336.5,chr19,714
TIMM44,chr19,4888
ELAVL1,chr19,6956
AC010336.6,chr19,528
AC008946.1,chr19,421
CCL25,chr19,989
FBN3,chr19,10113
AC022146.1,chr19,847
CERS4,chr19,4059
AC022146.2,chr19,348
CD320,chr19,2277
AC010323.1,chr19,580
NDUFA7,chr19,1413
RPS28,chr19,2119
KANK3,chr19,3594
AC010323.2,chr19,594
ANGPTL4,chr19,2482
RAB11B-AS1,chr19,1156
MIR4999,chr19,91
RAB11B,chr19,2470
MARCH2,chr19,2216
AC136469.1,chr19,511
AC136469.2,chr19,1028
HNRNPM,chr19,5614
PRAM1,chr19,3763
ZNF414,chr19,2758
MYO1F,chr19,8549
AC092316.1,chr19,297
ADAMTS10,chr19,5703
AC130469.1,chr19,388
LINC01862,chr19,478
AC243312.1,chr19,275
AC243312.2,chr19,601
ACTL9,chr19,1426
OR2Z1,chr19,1755
RPL23AP78,chr19,470
AC012616.1,chr19,197
ZNF558,chr19,8184
AC008734.1,chr19,537
MBD3L1,chr19,958
AC008734.2,chr19,477
MUC16,chr19,43830
BOLA3P2,chr19,323
OR1M4P,chr19,287
OR1M1,chr19,2588
OR7G2,chr19,3062
OR7G1,chr19,936
OR7G15P,chr19,333
OR7G3,chr19,939
ZNF317,chr19,5065
OR7D2,chr19,3460
ELOCP29,chr19,334
OR7E16P,chr19,885
OR7E25P,chr19,5937
OR7D4,chr19,4986
OR7D1P,chr19,933
OR7E24,chr19,1870
OR7E18P,chr19,702
OR7E19P,chr19,968
OR7H1P,chr19,922
AC011451.1,chr19,405
ZNF699,chr19,3623
ZNF559,chr19,6783
ZNF559-ZNF177,chr19,4273
AC011451.2,chr19,598
ZNF177,chr19,2979
AC011451.3,chr19,935
ZNF266,chr19,5404
ZNF560,chr19,2836
AC008567.2,chr19,656
AC008567.1,chr19,1192
ZNF426,chr19,7545
ZNF426-DT,chr19,865
ZNF121,chr19,7251
ZNF561,chr19,6467
ZNF561-AS1,chr19,4659
ZNF562,chr19,13007
RPS4XP22,chr19,780
ZNF812P,chr19,2332
AC008759.3,chr19,508
AC008759.1,chr19,983
AC008759.2,chr19,600
ZNF846,chr19,3912
AC008752.3,chr19,712
UBE2L4,chr19,464
AC008752.1,chr19,408
FBXL12,chr19,2913
RPL10P15,chr19,315
UBL5,chr19,1931
AC008752.2,chr19,750
PIN1,chr19,4570
OLFM2,chr19,2500
COL5A3,chr19,6750
AC008742.1,chr19,1167
RDH8,chr19,2001
C3P1,chr19,4959
MIR5589,chr19,60
C19orf66,chr19,4341
AC020931.1,chr19,1346
ANGPTL6,chr19,2181
PPAN-P2RY11,chr19,2661
PPAN,chr19,2583
SNORD105,chr19,85
SNORD105B,chr19,79
P2RY11,chr19,2295
EIF3G,chr19,3486
DNMT1,chr19,9796
S1PR2,chr19,3643
MIR4322,chr19,73
MRPL4,chr19,4070
AC011511.2,chr19,918
AC011511.3,chr19,355
ICAM1,chr19,3706
AC011511.5,chr19,3219
ICAM4,chr19,1427
ICAM5,chr19,3906
ZGLP1,chr19,2431
AC011511.1,chr19,2090
FDX2,chr19,1371
AC011511.4,chr19,1850
RAVER1,chr19,4981
AC114271.1,chr19,2813
ICAM3,chr19,2950
TYK2,chr19,6773
CDC37,chr19,3041
MIR1181,chr19,81
PDE4A,chr19,6646
KEAP1,chr19,3761
AC011461.1,chr19,357
S1PR5,chr19,2806
ATG4D,chr19,2278
RNU7-140P,chr19,60
MIR1238,chr19,83
KRI1,chr19,4267
CDKN2D,chr19,1503
AP1M2,chr19,2214
AC011475.1,chr19,965
SLC44A2,chr19,5216
ILF3-DT,chr19,1983
ILF3,chr19,11022
QTRT1,chr19,3430
DNM2,chr19,13443
MIR638,chr19,100
MIR4748,chr19,82
MIR199A1,chr19,71
MIR6793,chr19,63
TMED1,chr19,1513
C19orf38,chr19,1565
AC007229.1,chr19,412
CARM1,chr19,4455
YIPF2,chr19,2518
TIMM29,chr19,1863
SMARCA4,chr19,15778
AC011442.1,chr19,366
RN7SL192P,chr19,299
LDLR,chr19,7718
MIR6886,chr19,61
SPC24,chr19,2839
KANK2,chr19,7638
DOCK6,chr19,12435
AC011472.1,chr19,569
AC011472.5,chr19,508
AC011472.4,chr19,491
ANGPTL8,chr19,1223
TSPAN16,chr19,1561
AC011472.2,chr19,685
RAB3D,chr19,4417
AC011472.3,chr19,906
TMEM205,chr19,1606
CCDC159,chr19,4064
PLPPR2,chr19,3273
AC024575.1,chr19,682
SWSAP1,chr19,1684
EPOR,chr19,3079
RGL3,chr19,4358
CCDC151,chr19,2681
PRKCSH,chr19,5166
ELAVL3,chr19,4761
AC008481.3,chr19,727
ZNF653,chr19,3301
MIR7974,chr19,79
ECSIT,chr19,2370
RN7SL833P,chr19,284
AC008481.2,chr19,531
AC008481.1,chr19,396
CNN1,chr19,2887
ELOF1,chr19,4173
ZNF627,chr19,3827
ACP5,chr19,2919
GAPDHP76,chr19,976
AC008543.1,chr19,3383
ZNF887P,chr19,1407
HNRNPA1P10,chr19,962
ZNF833P,chr19,1592
ZNF823,chr19,2459
AC008543.3,chr19,491
AC008543.2,chr19,1383
ZNF441,chr19,4748
AC008543.5,chr19,2515
ZNF491,chr19,3032
ZNF440,chr19,6427
AC008543.4,chr19,442
ZNF439,chr19,5207
AC020951.1,chr19,2271
ZNF69,chr19,2931
ZNF700,chr19,3319
AC008770.2,chr19,2219
AC008770.3,chr19,468
ZNF763,chr19,2845
ZNF433-AS1,chr19,5890
RNA5SP464,chr19,108
ZNF433,chr19,3079
AC008770.1,chr19,542
RNA5SP465,chr19,109
ZNF878,chr19,1734
ZNF844,chr19,6620
RNA5SP466,chr19,108
ZNF788P,chr19,5692
ZNF20,chr19,4148
RSL24D1P8,chr19,492
RNA5SP467,chr19,118
ZNF625-ZNF20,chr19,3639
AC022415.1,chr19,1517
ZNF625,chr19,2204
ZNF136,chr19,5425
AC012618.3,chr19,3140
ZNF44,chr19,6061
AC012618.1,chr19,412
AC012618.2,chr19,849
ZNF563,chr19,2847
ZNF442,chr19,6569
RPS29P23,chr19,123
AC008758.4,chr19,2593
AC008758.3,chr19,1829
ZNF799,chr19,5055
AC008758.5,chr19,617
ZNF443,chr19,2753
AC008758.6,chr19,588
AC008758.2,chr19,695
ZNF709,chr19,5708
AC008758.1,chr19,4505
MTND2P40,chr19,841
MTCO1P27,chr19,226
MTCO2P27,chr19,428
MTATP6P27,chr19,621
PPIAP20,chr19,135
ZNF564,chr19,3622
AC010422.6,chr19,5857
AC010422.4,chr19,533
AC010422.1,chr19,543
PGK1P2,chr19,1214
ZNF490,chr19,4921
ZNF791,chr19,6642
RPL10P16,chr19,645
AC010422.3,chr19,838
MAN2B1,chr19,5374
AC010422.5,chr19,585
WDR83,chr19,2360
WDR83OS,chr19,789
AC010422.8,chr19,5025
AC010422.7,chr19,567
DHPS,chr19,3006
AC010422.2,chr19,635
GNG14,chr19,425
FBXW9,chr19,2114
AC018761.4,chr19,272
TNPO2,chr19,7029
SNORD41,chr19,70
AC018761.1,chr19,97
TRIR,chr19,1402
ASNA1,chr19,1652
BEST2,chr19,2646
HOOK2,chr19,5950
AC018761.3,chr19,388
MIR5684,chr19,65
JUNB,chr19,1820
PRDX2,chr19,2093
AC018761.2,chr19,296
THSD8,chr19,1769
RNASEH2A,chr19,3645
RTBDN,chr19,2675
AC020934.1,chr19,739
MAST1,chr19,6533
MIR6794,chr19,68
DNASE2,chr19,2389
AC020934.2,chr19,456
KLF1,chr19,1611
GCDH,chr19,4136
RPS6P25,chr19,748
SYCE2,chr19,1458
MIR5695,chr19,85
FARSA,chr19,2435
FARSA-AS1,chr19,241
CALR,chr19,2714
MIR6515,chr19,57
AC092069.1,chr19,270
RAD23A,chr19,2449
GADD45GIP1,chr19,1782
DAND5,chr19,1997
NFIX,chr19,6302
AC138474.1,chr19,523
AC007787.1,chr19,1583
AC007787.2,chr19,599
LYL1,chr19,3119
TRMT1,chr19,3364
NACC1,chr19,4474
AC005546.1,chr19,391
AC011446.1,chr19,458
STX10,chr19,1796
IER2,chr19,3072
AC011446.2,chr19,946
RPL12P42,chr19,499
CACNA1A,chr19,43159
CCDC130,chr19,3307
MRI1,chr19,3456
AC008686.1,chr19,1081
C19orf53,chr19,1174
ZSWIM4,chr19,4713
AC020916.2,chr19,360
RN7SL619P,chr19,258
AC020916.1,chr19,19049
MIR24-2,chr19,73
MIR27A,chr19,78
MIR23A,chr19,73
NANOS3,chr19,988
MIR181C,chr19,110
MIR181D,chr19,137
C19orf57,chr19,3840
CC2D1A,chr19,5039
PODNL1,chr19,4168
DCAF15,chr19,2961
RFX1,chr19,5465
AC022098.4,chr19,352
RLN3,chr19,692
AC022098.2,chr19,518
IL27RA,chr19,2962
PALM3,chr19,2533
EEF1DP1,chr19,896
MISP3,chr19,2354
MIR1199,chr19,119
C19orf67,chr19,1540
SAMD1,chr19,2263
PRKACA,chr19,6144
AC022098.3,chr19,315
ASF1B,chr19,2304
AC022098.1,chr19,3186
ADGRL1,chr19,8487
RN7SL231P,chr19,272
AC011509.2,chr19,627
AC011509.1,chr19,164
LINC01841,chr19,1016
LINC01842,chr19,768
ADGRE5,chr19,5382
AC008569.1,chr19,252
DDX39A,chr19,3840
PKN1,chr19,4606
AC008569.2,chr19,889
PTGER1,chr19,1421
GIPC1,chr19,4440
SNRPGP15,chr19,222
DNAJB1,chr19,3672
TECR,chr19,5918
MIR639,chr19,98
NDUFB7,chr19,531
CLEC17A,chr19,2238
RN7SL337P,chr19,301
RN7SL842P,chr19,300
ADGRE3,chr19,2837
AC022149.1,chr19,609
AC022149.2,chr19,203
ZNF333,chr19,11611
ADGRE2,chr19,8622
OR7C1,chr19,11931
AC005255.1,chr19,216
OR7A5,chr19,4261
OR7A10,chr19,1847
OR7A8P,chr19,913
OR7A2P,chr19,1219
OR7A17,chr19,3757
OR7A18P,chr19,277
OR7A1P,chr19,1158
OR7A3P,chr19,907
OR7A11P,chr19,953
OR7A15P,chr19,1009
OR7C2,chr19,960
SLC1A6,chr19,7646
CCDC105,chr19,1732
CASP14,chr19,3497
OR1I1,chr19,6057
SYDE1,chr19,3965
ILVBL,chr19,5615
AC003956.1,chr19,356
OR10B1P,chr19,958
RNU6-782P,chr19,104
NOTCH3,chr19,9394
MIR6795,chr19,68
AC004257.1,chr19,277
EPHX3,chr19,2034
BRD4,chr19,12093
AC005776.1,chr19,290
AC005776.2,chr19,1769
AKAP8,chr19,4296
AC005785.1,chr19,1911
AKAP8L,chr19,5081
AC005785.2,chr19,631
AC006128.1,chr19,1661
WIZ,chr19,9826
MIR1470,chr19,61
RASAL3,chr19,4681
PGLYRP2,chr19,3188
CYP4F22,chr19,2644
AC011492.1,chr19,315
CYP4F23P,chr19,1579
AD000091.1,chr19,287
RPL23AP2,chr19,466
AC093072.1,chr19,602
CYP4F8,chr19,7048
CYP4F3,chr19,5517
CYP4F10P,chr19,752
CYP4F12,chr19,5351
OR10H2,chr19,1041
OR10H3,chr19,1029
CYP4F24P,chr19,1580
AC004597.1,chr19,561
OR10H5,chr19,7131
OR10H1,chr19,4454
ZNF861P,chr19,639
LINC01764,chr19,669
UCA1,chr19,4152
RF02202,chr19,75
LINC01835,chr19,774
CYP4F36P,chr19,186
CYP4F2,chr19,3142
AC005336.2,chr19,939
AC005336.3,chr19,2679
AC005336.1,chr19,1243
CYP4F11,chr19,4027
OR10H4,chr19,1537
CYP4F9P,chr19,1339
LINC00661,chr19,4140
AC004790.2,chr19,572
LINC00905,chr19,2692
SNX33P1,chr19,1762
AC004790.1,chr19,536
OR1AB1P,chr19,761
LINC01855,chr19,396
TPM4,chr19,8632
AC008894.3,chr19,3103
AC008894.1,chr19,367
RAB8A,chr19,5191
AC008894.2,chr19,3927
HSH2D,chr19,3398
CIB3,chr19,711
FAM32A,chr19,1921
AC020911.1,chr19,578
AP1M1,chr19,14371
AC020911.2,chr19,803
KLF2,chr19,2018
AC020917.3,chr19,721
EPS15L1,chr19,8431
AC020917.4,chr19,1999
AC020917.1,chr19,893
AC020917.2,chr19,401
CALR3,chr19,1460
AC008764.1,chr19,2567
C19orf44,chr19,4421
CHERP,chr19,6113
RN7SL146P,chr19,297
AC008764.6,chr19,2069
SLC35E1,chr19,7257
AC008764.3,chr19,432
AC008764.5,chr19,190
AC008764.8,chr19,2717
MED26,chr19,5330
AC008764.4,chr19,1184
AC008764.7,chr19,1081
AC008764.9,chr19,2505
AC008764.10,chr19,1830
AC008764.2,chr19,376
AC024075.3,chr19,533
SMIM7,chr19,6020
AC024075.2,chr19,1473
AC024075.1,chr19,546
TMEM38A,chr19,3005
AC008737.2,chr19,118
NWD1,chr19,8915
AC008737.3,chr19,221
SIN3B,chr19,8777
AC008737.1,chr19,371
F2RL3,chr19,3473
CPAMD8,chr19,10199
RN7SL835P,chr19,262
RN7SL823P,chr19,295
AC020908.2,chr19,405
HAUS8,chr19,5533
AC020908.1,chr19,280
MYO9B,chr19,9948
AC020908.3,chr19,610
AC020913.1,chr19,495
AC020913.3,chr19,125
AC020913.2,chr19,629
USE1,chr19,2431
OCEL1,chr19,1867
NR2F6,chr19,2676
AC010646.1,chr19,515
USHBP1,chr19,5175
BABAM1,chr19,2607
AC010463.1,chr19,1207
ANKLE1,chr19,3569
ABHD8,chr19,2210
MRPL34,chr19,1686
AC010463.3,chr19,500
DDA1,chr19,4596
ANO8,chr19,4979
GTPBP3,chr19,4532
PLVAP,chr19,2305
AC010463.2,chr19,661
CCDC194,chr19,1464
BST2,chr19,1119
BISPR,chr19,3045
MVB12A,chr19,4053
AC010319.4,chr19,691
AC010319.1,chr19,1258
AC010319.3,chr19,470
TMEM221,chr19,2317
AC010319.2,chr19,892
AC010319.5,chr19,759
NXNL1,chr19,946
SLC27A1,chr19,8249
AC010618.3,chr19,2067
PGLS,chr19,2847
AC010618.2,chr19,460
FAM129C,chr19,6628
COLGALT1,chr19,4900
AC010618.1,chr19,477
UNC13A,chr19,11188
AC008761.2,chr19,419
AC008761.3,chr19,892
MAP1S,chr19,5040
AC008761.1,chr19,217
FCHO1,chr19,5694
B3GNT3,chr19,2301
INSL3,chr19,923
JAK3,chr19,6813
RPL18A,chr19,3527
SNORA68,chr19,133
AC005796.1,chr19,433
SLC5A5,chr19,3652
CCDC124,chr19,1660
KCNN1,chr19,3981
RNA5SP468,chr19,93
ARRDC2,chr19,4637
AC020904.3,chr19,442
AC020904.2,chr19,1736
AC020904.1,chr19,729
RPS18P13,chr19,454
IL12RB1,chr19,4298
MAST3,chr19,6772
AC007192.2,chr19,463
PIK3R2,chr19,4524
AC007192.1,chr19,5142
IFI30,chr19,2481
MPV17L2,chr19,2135
RAB3A,chr19,1818
AC005759.1,chr19,1212
AC008397.2,chr19,5979
PDE4C,chr19,6546
AC008397.1,chr19,1131
IQCN,chr19,9154
JUND,chr19,1863
MIR3188,chr19,85
RPL39P38,chr19,153
LSM4,chr19,3029
RN7SL513P,chr19,298
PGPEP1,chr19,7520
GDF15,chr19,2087
MIR3189,chr19,73
LRRC25,chr19,2415
SSBP4,chr19,2974
ISYNA1,chr19,3284
AC010335.1,chr19,599
ELL,chr19,4929
AC010335.2,chr19,528
AC010335.3,chr19,531
AC005387.1,chr19,352
FKBP8,chr19,2902
AC005387.2,chr19,440
KXD1,chr19,4112
AC005253.1,chr19,2001
AC005253.2,chr19,432
UBA52,chr19,4306
CRLF1,chr19,3018
REX1BD,chr19,3370
TMEM59L,chr19,2626
RN7SL155P,chr19,263
KLHL26,chr19,4797
CRTC1,chr19,6965
COMP,chr19,3101
UPF1,chr19,8600
GDF1,chr19,2517
CERS1,chr19,3753
AC005197.1,chr19,683
COPE,chr19,2885
AC002985.1,chr19,685
DDX49,chr19,2780
HOMER3,chr19,3422
HOMER3-AS1,chr19,957
RN7SL70P,chr19,302
SUGP2,chr19,8468
ARMC6,chr19,4052
SLC25A42,chr19,4519
TMEM161A,chr19,3281
BORCS8-MEF2B,chr19,1931
MEF2B,chr19,1848
BORCS8,chr19,5372
RFXANK,chr19,2503
NR2C2AP,chr19,1794
NCAN,chr19,6905
RNU6-1028P,chr19,93
AC138430.1,chr19,5409
AC138430.2,chr19,504
HAPLN4,chr19,3569
TM6SF2,chr19,2188
SUGP1,chr19,5356
MAU2,chr19,11145
GATAD2A,chr19,7296
AC092067.1,chr19,488
MIR640,chr19,96
TSSK6,chr19,1666
NDUFA13,chr19,2708
AC011448.1,chr19,1846
YJEFN3,chr19,2959
CILP2,chr19,4360
PBX4,chr19,2554
PHF5CP,chr19,325
AC002306.1,chr19,937
LPAR2,chr19,2980
GMIP,chr19,3740
ATP13A1,chr19,8376
ZNF101,chr19,6560
AC011458.2,chr19,207
AC011458.1,chr19,617
ZNF14,chr19,2949
AC011477.7,chr19,1440
AC011477.6,chr19,1927
LINC00663,chr19,4334
AC011477.4,chr19,609
AC011477.5,chr19,259
AC011477.1,chr19,2355
ZNF506,chr19,8414
AC011477.2,chr19,921
BNIP3P9,chr19,553
ZNF253,chr19,3626
BNIP3P10,chr19,577
AC011477.3,chr19,403
ZNF93,chr19,5579
AC007204.1,chr19,555
AC007204.2,chr19,616
ZNF682,chr19,4968
AC006539.2,chr19,572
AC006539.3,chr19,129
BNIP3P13,chr19,566
ZNF90,chr19,5017
AC006539.1,chr19,501
AC011447.5,chr19,564
AC011447.1,chr19,441
